评论ID,分词结果
3370021810,我 像 章鱼 哥 一样 讨厌 工作 却 不得不 工作
3369931106,想起 另 一部 动画电影 挚爱 梵高
3369704952,你们 都 泪目 啥 我 都 没 泪目 只是 眼睛 进 沙子 了
3368913340,谢谢 你 的 视频 扎心 了
3368286181,小时候 不 喜欢 章鱼 哥 但 又 觉得 主角 是 个 傻子 一样 好像 谁 都 不 傻
3368055255,拼搏 走向 成功 的 人 更 明白 底层 人民 的 痛苦 他 成功 了 之后 却 又 仿佛 离 过去 更远 了
3367350771,你 的 妥协 会 让 你 不 高兴 可 你 却 固执 的 认为 那 是 聪明 的 代价 殊不知 真正 有 智慧 的 是 身边 那个 傻子
3367323940,蟹 老板 吃 蟹黄 堡
3367161759,大家 都 喜欢 海绵 宝宝 和 派 大星 现在 看来 章鱼 哥才 是 大部分 人发 样子
3367112709,墓碑 写 的 是 这里 是 章鱼 哥 的 希望 与 梦想
3366395937,章鱼 哥 的 竖笛 其实 很 好听
3366360683,这个 伴奏 是 花之舞 啊
3365521462,up 你 知道 ma 我 一直 都 是 一个 白 嫖 的 人 就 只会赞 或者 有感而发 的 发发 评论 特别 喜欢 就 收藏 绝不 投币 的 人 可是 我 投 了 所以 你 明白 了 ma good
3365011735,缅怀 李易 老师
3364556218,只能 说 能力 有限
3364503986,骚话 突然 就 卡 嗓子 了
3364469633,这 就是 一个 普通 的 在 工作 的 成年人
3363973396,明天 会 更 美好 更 美丽 的 但他却 连盖 被子 的 力气 都 没有 了
3363875237,很 好 的 作品
3363331755,儿时 不 懂 章鱼 哥 再 看 已 是 画中人
3363134251,嗯 ...... 视频 怎么样 全靠 投稿 的 网站 是 哔哩 哔哩 还是 网易 云老 双标 了
3362850585,一直 以为 自己 是 海绵 宝宝 但 后来 才 发现自己 是 章鱼 哥
3362740132,三连 献上 不多 BB
3362521788,感觉 章鱼 哥 的 精髓 没有 出来 被 派 大星 的 独白 限制 了
3362288397,BV1tf4y1Q7YJ
3362186077,人类 灭绝 就 不会 有 这么 多 复杂 的 感情 了
3362439040,回复 :
3362068405,长叹 兮 掩涕 兮
3361331083,刷网 抑云 的 烂 梗 小鬼 给 有 多 远 爬 多 远
3360425886,海绵 宝宝 是 童话 中 幻想 章鱼 哥是 人性 的 映照
3360322445,初看 就是 章鱼 哥 再 看 依旧 章鱼 哥 已有 的 事后 必 再有 已行 的 事后 必 再行 周树人
3359667615,很棒 很 现实
3359311063,啊啊啊 啊啊啊 啊啊啊 啊 啊
3359114296,建议 屏蔽 网抑 云到 点 了 观感 会 更好
3358667123,一个 普通 成年人
3357917861,一直 喜欢 看 海绵 宝宝 却 不 讨厌 章鱼 哥 现在 想想 其实 我们 每个 人 内心 都 住 着 海绵 宝宝 但是 却 活成 了 章鱼 哥
3357781617,海绵 宝宝 你 老婆 爆 了
3357756730,md 弹幕 里 评网 抑云 十二点 行为 的 给 爬
3357117225,章鱼 哥唱 的 这 一首 歌唱 的 就是 你 这首 歌唱 出 了 人 的 一生
3356875645,章鱼 哥是 天才
3356133176,今天 币用 完 了 明天 给 你 投
3354869319,弹幕 建议 屏蔽 烂梗网 抑云 观感 更好
3354803409,小时候 就 一直 最 喜欢 章鱼 哥 虽然 一直 不太 开心 的 样子 不过 感觉 很 真实
3354595953,看 完 视频 突然 想起 我 原来 自己 特别 难受 的 时候 给 自己 填 了 一首 起风 了 呃 感觉 看 完 这个 视频 后 的 感想 基本上 也 能 从 这个 词里 体现 出来 了 不 知道 有没有 人能 看到 我 的 评论 这 一路上 风风雨雨 岁月 淡释 年少 的 往昔 回首 抚摸 昨日 足迹 竟 有些 隐翳 一路 向前 永不 停息 伴随 着 孤寂 曾经 的 回忆 欢声 与 笑语 皆 随风而去 一路 走来 有过 迷茫 也 曾 彷徨 岔路 前 踌躇 的 模样 黑暗 中举 着 火把 问 路在何方 往事 皆 化一 道光 似梦 一场 只能 把握 眼前 方向 极目 东方 伸手 握紧 朝阳 我 也 希冀 能 生如夏 花 死 也 能 无悔 无 所 牵挂 任风卷 沙独 逆行 马 如此 潇洒 我 也 曾 登高 望 海角天涯 星空 璀璨 迎接 朝霞 人 影印 日 挥洒 着 年华 不知 晚风 吹 起 几根 白发 默倚 寒杆 独立 楼顶 霓虹 阡陌 城市 夜灯明 不闻 喧嚣 只 需 倾听 夜风 的 声音 悲欢离合 脑中 氤氲 抓不住 光阴 幼稚 的 痕迹 无情 被 抹 去 梦醒 那 一隅 我 曾 展望 大海 无际 虔诚 默许 但愿 多年 后 不空 叹息 却 眼见 逝者如斯 而 无能为力 也 曾 幻想 披坚 执利 独挡 万敌 却 消散 于 白驹过隙 热血 腾弥 却 没有 了 勇气 一路 走来 不断 跌跌撞撞 磨平 棱角 年少 轻狂 不断 创伤 不断 成长 愈发 茁壮 回首 仰望 当年 星空 琳琅 再 找 不到 梦 的 彼方 竟 也 忘记 我 何处 启航 繁星 再 映出 当年 的 脸庞 天真 又 执着 的 模样 灼灼 目光 似要 看破 魑魅魍魉 独立 楼顶 沐浴 月色 寒芒 心中 不甘 愈发 疯狂 咬牙切齿 散 不尽 惆怅 斗转星移 触摸 夜风 渐凉 指尖 流息 奏 起 哀伤 繁华 明亮 不留 孤鸿 兀自 南翔 已然 遥不可及 当年 梦想 热血 散尽 过客 一场 梦回 旷野 享 万物 芬芳 不觉 掌心 的 第一道 曙光
108893068720,有点 晚 但是 还是 助力 每 一个 梦想
108976705152,回复 :
113283271984,你 这文 笔挺 好 的 呀 写 的 也 比较 押韵 羡慕
113299930624,回复 : 这 是 上 高中 时 闲着没事 搞 的 现在 回想起来 多少 有些 空洞 了
113532570592,牛 逼 呀 大佬
126914530224,只 恨不能 给 评论 投币
156163741392,好 感动 呜呜 半夜 哭 死 我 了
185027266048,很 好 的 填词 大部分 韵脚 也 压上 了 楼主 不介意 我 自己 平时 哼 着 玩吧
192194880640,青年人 成才 的 关键 是 自身 能力 还是 外部 机遇
3354116600,我 到 不了 明天 了
3373900337,回复 我下 快点
3354086685,对 啊 我 也 不 知道 他们 在 笑 什么 我 不 知道 以后 要 怎么 做 怎么 活 怎么 过
3353850087,生而为 人 我 很 抱歉
3353798017,晚安 小章鱼
3353738565,现在 aqy 原 配音 没有 了
3353645358,等一等 我 的 灵魂
3353006311,站 起来 你 可是 个 艺术家
3352487336,支持
3352280835,网易 云
3439471205,回复 : 你 也 配乱 刷 梗
3439911022,强行 渲染 氛围 网抑 云 就 别 洗 了
3352132362,刷网 抑云 的 多少 沾点
3353855390,自信 点 就是
3359284408,你 楼上 就是 玩 这个 烂 梗 的
3352094867,这个 章鱼 是 海底 最 真实 的 章鱼 关于 章鱼 哥 的 独白
3351937564,刷网 抑云 的 多少 沾点 nt
3353860099,自信 点 就是
108188545424,虽 不 认识 但 捞 吧
3350664680,顺 理 成 章
3350604419,up 有人 在 爱奇艺 抄 你 视频 了
3350222053,章鱼 哥 反应 的 就是 世界 上 的 普通人
3348980606,幸运 的 人 都 是 相似 的 不幸 的 人 则 各 有 各 的 不幸 那些 祝愿 快乐 的 人 从 不会 知道 快乐 是 他们 的 与我无关 而 我 只 觉得 他们 吵闹
3348522605,一切 都 不会 好 起来 的
3350457794,都 会
3347650641,章鱼 哥 代表 痛苦 的 人
3347121928,成年人 的 悲哀
3347053878,我 想 问 一下 他 后半段 吹 的 那个 竖笛 的 bgm 是 什么
3346789295,音无结 弦 之 时悦动 天使 之心 立于 浮华 之世 奏响 天籁 之音
3346754177,这里 埋葬 着 章鱼 哥 的 梦想 小时候 听到 这句 话 笑 章鱼 哥 的 傻 现在 听 这句 话 我 却 怎么 也 笑 不 起来 了
3346489453,从小 就 最 喜欢 章鱼 哥 了
3346268035,明天 的 世界 一定 会 更 美好 的
3346179148,小时候 喜欢 海绵 宝宝 现在 章鱼 哥 啥时候 能 爆锤 海绵 宝宝 呢
3345864077,生而为 人 苏米 嘛 塞 嘤 嘤 嘤
3359289351,您 搁 这里 原地 tp 呢
3344841408,明天 会 更 美好 可 你 永远 身处 今天 啊
3344807795,刷烂 梗 的 好 多佛 了 晦气
3344758479,有些 人 就是 为了 杠而杠
3343170222,我 不 喜欢 海绵 宝宝 但 我 还 挺 喜欢 章鱼 哥 的 虽然 我 没 怎么 看过
3342399470,e 小调
3342307667,老网 抑云 了
3343676792,nmb 的 网 抑云
3343678092,什么 叫网 抑云 知道 一个 梗 就 乱 刷宁 就是 梗 梗 小鬼 吐 了
3343865901,你 俩 快 鳖 说话 了 听 你们 说 我 都 脑瓜子 疼 脑瓜子 嗡嗡 的 嗡嗡 的
3346173309,刷 什么 梗
3351740031,跟风 玩烂 梗 小鬼 爬
3359112745,无脑 刷 梗 有意思 吗
3433407520,这 不是 一个 五级 号 应该 说 的话
3433829509,无脑 刷 梗 小鬼 爬
3514469707,一 开口 就 知道 老烂 梗 小鬼 了
3342154369,章鱼 哥 不 知道 吗 他 羡慕 的 海绵 宝宝 最爱 的 人 就是 他 啊 我 从小 看 就 这么 觉得 了 派 大星 是 死党 兼蠢 儿子 章鱼 哥才 是 cp
3342653798,你 这 也 要 刷 cp 也 是 老 ky 了
3341547196,快乐 真的 无法 分享
3341410538,生不出 人 我 很 抱歉
3341330614,给 我 投个币 吧 爸爸 们
3341327726,玩 了 五年 了 我 才 三级
3346009696,4846 开头 的 id 你 告诉 我 五年
3354473867,真正 的 五年
3359303512,回复 : 4 亿数 的 五年 大佬
3359312296,回复 : 比 我 uid 数 还 低 的 5 年 大佬
3340574107,认清 这个 社会 并 学会 热爱 接受 它 这样 或许 还 能 发现 生活 的 美
3340484307,泡 芙 老师 也 挺 惨
3340483643,章鱼 哥 这个 卡通 角色 塑造 的 太 成功 了 无论 小时候 还是 现在 都 难以 忘记
3339947248,填词 差一点 不过 问题 不 大
3339535469,老网 抑云 了
3339456045,章鱼 哥是 整部 剧 里面 唯一 的 大人
3338235834,我们 累 了
3338079489,除了 你 这么 倒霉 还有 汤姆 猫
3337032354,跟 好多 人 都 说 过 这么 一句 话 心怀 感恩 所遇 皆 温柔 但是 现实 却是 温柔 总是 擦肩而过 那么 到底 哪里 错 了 谁错 了 或许 都 没错 只不过 并 不是 每 一个 人 都 会 心怀 感恩 大多 都 是 好 了 伤疤 忘 了 痛 喜欢 重蹈覆辙 而已 想通 了 就 释怀 想不通 吧 就 怨天尤人 见过 太多 的 生离死别 背信弃义 了 生活 不过如此 当然 其实 这段话 还有 下 一句 虽然 并 不是 每个 人 都 会 心怀 感恩 但 那 又 如何 为什么 要 怀疑 呢 只不过 是 所遇 非人 而已 地球 是 圆 的 你 所怀 之 感恩 总有 那么 一天 温柔 会 回到 你 自己 身上 来 只不过 大多数 人 都 没有 坚持 到 那一刻 你 的 善良 终于 是 不会 被 辜负 的
3336757397,点赞 了 投币 了 但 就是 不想 收藏 不 为什么
3336569285,章鱼 哥 配音 去世 了
3336028258,245 我 直接 哭 了
3335999714,年幼 的 我们 是 派 大星 成长 的 我们 是 海绵 宝宝 最终 我们 要么 成为 章鱼 哥 要么 成为 蟹 老板
3335725479,我 不会 像 他们 一样 碌碌无为 的 活着 而是 靠 自己 的 努力 成为 自己 所 仰望 的 人
3335468978,也许 今天 我 就是 那个 海绵 宝宝 只是 我 没 意识 到 但 我 未来 总会 是 章鱼 哥 .... 吗
3335358144,人人 都 想 活成 海绵 宝宝 那 份 天真 那 份 执着 是 我们 美好 的 向往 然而 现实 中 我们 每个 人 都 活成 了 章鱼 哥 只会 看到 周遭 对 我们 的 影响 抱怨 这 抱怨 那 总 认为 没有 人 能够 意识 到 自己 的 才华 最 可笑 的 是 当 我们 每次 想要 试图 去 改变 时 却 变成 了 派 大星 三分 热度 后该 怎样 就 怎样 懒惰 成为 了 左右 我们 的 天平
203228183952,4 派大星 是 装傻
3335134575,以前 看 海绵 宝宝 的 时候 我 总是 觉得 章鱼 哥太 刻薄 了 直到 我 渐渐 地 走上 社会 开始 工作 开始 面对 生活 中 的 一切 没有 父母 为 我 在 前面 遮风挡雨 开始 学会 独立 重新 看 一次 海绵 宝宝 我 突然 明白 章鱼 哥 不是 个 刻薄 的 人 而是 一个 在 这部 动画 最最 真实 的 人 在 一片 欢声笑语 中 章鱼 哥 的 苦瓜脸 显得 特别 突出 是 啊 不能 去 追逐 自己 的 梦想 找 不到 自己 的 快乐 每天 过 着 两点 一线 的 生活 身边 没有 陪伴 不是 不想 笑 是 根本 笑 不 起来 面对 这种 生活 怎么 可能 会 快乐 呢 总是 穿 上 一副 坚硬 的 铠甲 面对 着 身边 的 人 只能 拿出 不 情愿 的 微笑 面对 受到 委屈 不能 说 只能 一个 人 躲 到 一个 小 角落里 自我 安稳 大哭 一场 我们 的 人生 起起落落 落 就是 跌落 谷底 起 在 你 起来 没多久 又 落下去 了 到 最后 还是 一个 人 爬起来 轻轻 的 说 一句 这 没什么 从 哪里 跌倒 就 从 哪里 站 起来 然后 带上 面具 回到 拥挤 的 人群 中 做 自己 讨厌 的 人 章鱼 哥才 是 我们 真正 生活 中 最 平常 的 样子
3334594094,我 小学 看 海绵 宝宝 特别 讨厌 海绵 宝宝 和 派 大星 那个 时候 真的 是 特别 可怜 章鱼 哥 每次 感觉 章鱼 哥 被 烦到 不行 那种 快 哭 出来 的 崩溃 感都 能 溢出 屏幕 我 记得 特别 清楚 有 一集 章鱼 哥 被 烦得 实在 受不了 搬家 了 我 终于 松 了 口气 结果 海绵 宝宝 还 能 跟 过来 烦人 那会儿 我 真的 有种 和 章鱼 哥 一样 的 绝望 直接 搁 电视 前 哭 出来 了
3334333098,哈哈哈 哈哈
3334271629,有些 人 八岁 就 死 了 八十岁 才 埋
3333557115,已三连 up 辛苦 了
3333295149,章鱼 哥 吹 竖笛 的 那段 bgm 是 什么
3333282926,插眼 播放 千万 了 请 诸君 踹 我 一脚
3332991387,一个 人 最 悲凉 的 时候 是不是 当 周围 人 都 在 笑 的 时候 你 却 不 知道 有 什么 是 可 开心 的
3332711683,看 完 这个 视频 在 听 首网 抑云 就 可以 睡觉 了
3331220258,小时候 特别 讨厌 章鱼 哥 感觉 他 很 坏 所有人 就 他 不 一样 长大 后 才 发现 只有 他 最 像 人
3331077994,章鱼 哥 本片 里 唯一 一个 正常人 了 蟹 老板 珊迪痞 老板 也 多少 有点 不 正常 章鱼 哥 本性 其实 挺 善良 有 很多 高雅 的 爱好 生活 也 很 精致 就是 ........ 压抑 了 很 久 很 孤独 还 老 是 被 各种 外来 因素 打击 所以 性格 上 自私自利 现在 长大 了 看 章鱼 哥 的 碑文 真的 很 同情 了
3330607462,三连 已 给 支持 一波
3329853368,B 站 网易 云
3329179611,突然 想 学 剪辑 有人 合买 b 站 的 剪辑 课 吗
3334413416,先 把 b 站 可以 找到 免费 的 资源 看 完 再 买 吧
3328390814,明天 都 会 问 自己 很多 个 为什么
3327600220,为什么 现在 这么 流行 用 海绵 宝宝 等 老 动画片 做 这种 东西
3327486210,仿佛 看到 现在 和 以后 的 自己
3327293368,刚看 完派 大星 的 独白 就 给 我 推荐 了
3327220509,你 知道 为什么 我 这么 想 重复 看 这个 视频 吗 因为 章鱼 哥说 的 第一句 话 就是 我 想 的 已经 到 了 不想 和 身边 任何人 分享 的 程度 给 别人 带来 快乐 真的 会 让 我 很 快乐 但是 有 比 这 更 快乐 的 事 我 想 你 懂 的 不 懂 也 没有 关系 的
3327216384,我 想 逃离 却 逃 去 了 清洁 间 这句 泪目 了
3327088863,祝 大家 明天 会 更好
3326573114,抑郁 个 锤子 不要 有 梗 就 乱 用
3326308331,从小 我 就 和 别的 孩子 不同 别人 看 美少女 番剧 都 是 喜欢 主角 只有 我 喜欢 反派 觉得 征服 世界 很酷 怎么 有人 会 觉得 是 坏事 呢 老师 说 过 要 有 梦想 而 别人 看 海绵 宝宝 都 喜欢 海绵 宝宝 觉得 海绵 宝宝 很 搞笑 很 幽默 觉得 派大星 很 呆 很 可爱 也 只有 我 喜欢 章鱼 哥 因为 他 唱的歌 虽然 难听 但 他 也 坚持 着 还 很 自信 平时 也 不 和 其他人 玩常 幻想 一些 不切实际 的 东西 我 觉得 他 很 像 我 我 知道 我 为什么 没有 朋友 了
3326304138,老网 抑云 了
3326061330,你 今天 累坏 了 小章鱼 明天 一定 会 更 美好 更 美丽 的
3326016015,又 丧 又 真实
3325696746,以前 这种 视频 很少 的 最近 是 怎么 了
3325590064,世中 価 値
3325167174,天呐 这 才 一个月 今天 刚 放暑假 什么 网抑 云 什么 鬼 东西
3325103105,我 宁愿 去 外面 冷酷 的 世界 我 也 不 愿意 站 在 养 我 的 地方 一辈子
3325059833,网抑 云 集合 了
3337930434,网抑 云 是 什么 梗
3324987009,这个 动画 吧 大家 都 是 海洋生物 只有 章鱼 哥像 人
3324947788,见 封 进见 标题 进见 友进 青 走
3324547200,以前 觉得 章鱼 哥 给 笛子 的 坟墓 献花 很 好笑 现在 反而 呵呵
3323179693,都 是 老 仌 上 仧 了
3323166276,点 进来 的 UT 厨 一脸 懵
3322834948,正 因为 我们 大多数 都 是 章鱼 哥 所以 我们 才 会 更 喜欢 海绵 宝宝 这 就 和 追 着 自己 的 梦想 一样 我们 呵护 它 关爱 他 追逐 她 如果 你 依旧 不 懂 章鱼 哥 你 很 幸运 就 和 章鱼 哥 眼中 的 海绵 宝宝 一样 没有 讽刺 这是 真的 幸运 如果 你 懂 而且 是 章鱼 哥 至少 还有 个 成为 海绵 宝宝 的 梦想 至少 我 是 如此 如果 你 懂 而且 还 能 像 海绵 宝宝 一样 我 觉得 应该 让 你 教 教我如何 去过 自己 的 生活
3321536178,网抑 云化
3321181233,当初 小时候 看 海绵 宝宝 时 最 喜欢 的 角色 便是 两个 主角 海绵 宝宝 派大星 但 后面 接触 了 好几 集后 发现 章鱼 哥 这个 角色 尽然 是 比奇 堡里 最 正常 的 角色 他 不 像 其他 的 角色 犯傻 做 一些 愚蠢 可笑 的 事情 他 所 想 往 的 是 那种 悠闲 高雅 的 环境 可 总 被 邻居 打扰 或者 无法 实现 而且 天生 倒霉 我 就 慢慢 的 喜欢 上 这 角色 认为 这 角色 和 自己 挺 相似 的 在 这种 幼儿 动画 中 唯有 章鱼 哥 一个 成人 人物形象 我 觉得 作者 应该 也 是 有所为 才 想 做出 章鱼 哥 这个 人物 吧
3320715721,生而为 人 我 很 抱歉 不 对 我 诈尸 了
3320529050,老网 抑云 了
3320432936,BGM 啥 阿
3320981910,flower dance
3320406129,曾经 我 未 踏出 社会 前 我 像 当初 的 章鱼 哥 充满 梦想 天 真的 认为 只要 努力 就 有 未来 拼搏 一把 出 了 社会 处处 碰壁 我 依然 不 低头 继续 碰 直到 最后 为了 生存 不得不 低头 那 时候 也 发现 原来 自己 只是 个 负重 前行 的 普通人 自己 没有 向着 梦醒 前进 的 条件 该 放下 了 踏踏实实 的 为了 活着 而 活着 麻木 的 日复一日 的 工作 想着 存点 钱 或许 未来 能 抓 到 一丝 机会 然而 自己 始终 没有 条件 去 抓住
3320369373,生 为 章鱼 我 很 抱歉
3322824634,学 了 个 词 到处 乱用
3319999871,flower dance
3318931971,刷生 吃 个人 我 很 抱歉 网抑 云 等 跟风 xxs 先 没个 家人 嗷
3325497314,暴躁 我 喜欢
5076684129,河南 拔 智齿
3318410371,一键三连 是 对 作者 和 章鱼 哥 的 安慰
3317163626,意义 不明
3316916012,b 站 特色 : 只要 有 梗 我 就 乱 刷 反正 好玩
150336860128,来 考古 了 现在 已经 是 互联网 特色 了
165142770656,还 b 站 特色 说 的 好像 别 地方 没有 一样
258984001536,预言家 是 吧
3316675995,我 不想 生活 我 想 谋生
3316636531,这种 也 叫 鬼畜 呵呵
3330558917,不然 呢 有 调音 有 剪辑 有 深度
3344799451,宁可 真牛
3316058234,章鱼 哥 一个 人 的 真实 这 其实 很 不 公平
3315948683,求 BGM 听 着 好 熟 啊
3315439371,整挺 好
3314832819,泣不成声
3314151664,小时候 以为 自己 是 海绵 宝宝 长大 后 发现自己 其实 是 章鱼 哥 其实 我们 内心 都 是 一个 傻傻的 派大星
3313676842,从今以后 我来 爱 你 章鱼 哥
3313597204,大多 平凡人 都 成 了 章鱼 哥
3313503370,生而为 鱼 我 很 抱歉
3313012972,我 挺 骄傲 的 小时候 就 没有 讨厌 章鱼 哥
3312892033,为什么 我 感觉 这个 视频 我 很 久 之前 看过
3312227282,如果 万事开头难 希望 结局 是 大圆满
3311754994,那些 人 不配 看 有 深度 的 名著 不配 听 有 灵魂 的 纯音乐
3311753271,一堆 无脑 人 只要 悲伤 就是 网抑 云 估计 都 是 一些 没有 独立思考 能力 的 罢了
3311138186,那个 章鱼 哥 残废 了 的 是 哪集
3310548161,你 今天 一定 累坏 了 吧 小章鱼 一定 要 相信 明天 一定 会 更 美好 更 美丽 的 你 是 我 心中 永远 的 大 艺术家
3310385987,看 哭 我 了 为什么 只能 投 两个 币
3310310169,bgm 不怎么样
3310293385,明天 一定 会 更 美好 更 美丽 的
3310120161,泪目
3309964225,悲伤
3309531022,泪目
3308946841,我 最 喜欢 章鱼 哥 了 外表 冷漠 却 温柔 表面 上 讨厌 海绵 宝宝 却 总为 海绵 仗义 出头 一个 坚持 理想 又 单纯 又 丧 的 可爱 的 章鱼
3308446885,小时候 不 懂 章鱼 哥 为什么 这么 悲伤 长大 后 不 懂 海绵 宝宝 为什么 这么 快乐
3308390021,会 和 派 大星 的 独白 一样 火 的
3308313479,不 明白 大家 都 在 笑 什么 原来 成年人
3308184058,以前 看 的 时候 不 明白 为什么 章鱼 哥 竖笛 吹得 那么 难听 可 他 还要 坚持 现在 知道 可能 是因为 遇上 一件 热爱 的 东西 挺难 的
3307884230,海绵 宝宝
3307147790,我 永远 也 不会 让 我 的 灵魂 站 在 这 油污 的 地板 上
3306991426,小时候 想不通 章鱼 哥 为什么 板着脸 长大 后 不 明白 海绵 宝宝 为什么 一直 笑
3306954572,好家伙 差点 以为 进 了 网 抑云
3306642696,是 我 吗 或许 是 的 谢谢 你
3306103220,明天 会 更好 的 以后 也 是
3306061036,生不出 鱼 我 很 抱歉
3306504679,因为 你 和 鱼 不是 一个 品种
3308089614,悲 就是 悲 这 叫 抑郁
3305443746,一般 人 是 没 钱 去 买 墓地 埋 这些 的
3305242890,小时候 不 明白 章鱼 哥 为什么 总是 那么 没 精神 长大 了 又 不 明白 海绵 宝宝 为什么 每天 都 能 那么 快乐
3305234205,人人 都 笑 章鱼 哥 人人 都 是 章鱼 哥
3305217812,老网 抑云 了
3305172130,好 厉害 啊 前面 部分 非常 有 感觉 就是 后面 有 个别 地方 拍子 卡 的 不太准
3305054675,章鱼 哥有 四条 腿 所以 我们 尊称 他 为 章 四 人人 都 笑 章 四 人人 都 是 章 四
3304504872,我 想 知道 那个 哔哩 哔哩 壁纸 软件 是 什么
3304520212,有人 知道 嘛
3304435363,flower dance
3304383876,章鱼 哥是 海绵 宝宝 里面 最 接近 现实 的 人物
3303559849,明天 一定 会 更 美好 更 美丽 的
3303559228,生不出 人 我 很 抱歉
3303441591,小时候 疑惑 章鱼 哥 为什么 总是 哭 长大 后 疑惑 海绵 宝宝 为什么 总是 笑
3303403193,论 BGM 的 重要性 原来 我们 看时 都 笑 的 像 个 hape 一样
3302899118,章鱼 哥 在 和 海绵 宝宝 道 别的 时候 有些 不舍
3302806491,累否
3302325100,有网 抑云 那味 了
3301937853,只有 走入 社会 才 会 知道 章鱼 哥有 多 真实
3301348479,小时候 看 海绵 宝宝 时 就是 感觉 到 快乐 海绵 宝宝 也 没有 长大 没有 看透 世界 的 运作 热爱 自己 的 生活 和 工作 就 像 那个 年龄 的 自己 有着 对 未来 的 向往 和 纯真 长大 后 才 意识 到 那个 整天 颓废 消极 不讨喜 的 章鱼 哥才 是 自己 的 真实写照 讨厌 社畜 生活 整天 过得 枯燥 很久 才 放 一次 假 享受 一下 悠哉 自在 的 生活 只有 假期 那天 自己 才 会 露出 真实 的 笑容 很多 成年人 应该 都 如此 整体 扳个 脸 努力 工作 忍受 煎熬 大家 都 是 生活 中 的 失败者 如果 向往 美好生活 从 现在 开始 就 应该 去 努力 看到 这 条 不起眼 评论 的 无聊 年轻 人士 赶紧 去 学习
3300968325,这个 作品 从 年初 做到 现在 可以 说 是 我 做 的 时间 最长 的 一个 作品 了 中间 断断续续 因为 我 的 能力 有限 多次 打算 放弃 这个 视频 的 制作 但是 我 最后 还是 磨 了 出来 从 歌词 到 混音 我 推翻 重做 了 十几次 因为 章鱼 哥 的 台词 不 多 而且 很多 台词 因为 语气 声调 的 不同 而 不能 使用 歌词 便 写 了 又 改改 了 又 写 自己 也 想 过 自己 做 这个 视频 花 了 这么 长时间 播放 量 如果 还是 非常 惨淡 那该 怎么办 可是 我 还是 选择 做 这个 视频 因为 这个 视频 对 我 来说 有着 不同 的 意义 里面 的 歌词 或多或少 都 有着 自己 的 想法
3302392349,复制 简介 爪巴
3300944285,为什么 不 做 自己 的 英雄
3300933046,章鱼 哥 并 不 孤独 他 有 爱 他 的 海绵 宝宝
3300678913,播放 量 惨淡 ? ? ? 一月 三百万 ? ? ? up 你 确定 吗 ?
3300459395,海绵 宝宝 你 不 知道 你 有 多 幸运
3300070796,还有 我
3299235479,求 背景音乐
3299226011,铁板 鱿鱼
3299152698,支持 大佬
3299135354,看 完 这个 和 派 大星 的 那个 最大 的 感触 就是 人类 的 悲欢 并 不 相通 难过 的 点 只有 自己 知道 在 别人 眼里 可能 你 还 不错
3299129292,蕾 姆
3298935396,网抑 云 是 啥 梗 怎么 老说
3298664857,小时候 不 明白 章鱼 哥 的 愁眉苦脸 长大 后 羡慕 海绵 宝宝 的 无忧无虑 是因为 章鱼 哥 如同 长大 后 承受 生活 压力 与 挫折 的 我们 而 海绵 宝宝 如同 年 幼时 不 知道 世事 坎坷 艰难 的 我们 还是 我们 像 章鱼 哥 那样 无法 得到 自己 想要 的 生活 而 没能 像 海绵 宝宝 那样 成功 得到 自己 想要 的 生活
3298630172,生而为 我 很 抱歉
3591182851,爬 恶心
3298277996,emmm
3297848747,辛苦 了
3297704992,派大星 的 独白 同款 配乐 是 花之舞 吗
3297540755,当 你 看清 了 世界 社会 人生 就 再也 回不去 了 世界 改变 了 你 改变 了 我 改变 了 更 多 也许 最后 回头一看 自己 的 人 生活 的 平平淡淡 因为 快 了 早就 一去不返 了 你 展示 给 别人 的 自己 究竟 是 面具 还是 真实 或许 你 自己 也 忘 了 人間 価 値 生人 申 訳
3297099621,再来一个 海绵 宝宝 的 自白 就 凑齐 了
3298778030,海绵 宝宝 的 独白 不是 一般 的 up 主 可以 做成 的 是 个 大 工程
3296736902,小时候 不 懂 长大 了 就 懂 了 正好 刷到 这个 视频 更是 泪奔 艹
3296626492,我 小时候 最 喜欢 章鱼 哥 了
3296215716,至少 章鱼 哥 还有 一 套房
3295896083,想到 以前 看 的 一个 视频 好像 叫 章鱼 哥 自杀 当时 看 的 好 抑郁
3295882542,童话 中 的 现实主义者
3295700064,B 站 收藏 的 第一个 视频
3295663165,你 如果 真的 信奉 恶有恶报 那 就 错 了 我 看见 好多 恶人 不仅 没有 报应 还爽 得 一匹
3295530074,没有 人 想要 我 的 画 我 把 他们 吃掉 了
3295127516,开心 点 吧 朋友
3295124258,抱抱 章鱼 哥
3295031468,老章
3295002205,你 必 火
3294993914,我 就 想 问一问 上传 网易 音乐 了 没 孩子 想 循环 播放
3294962868,反手 就是 一个 赞
3294870359,白 嫖 失败
3294339883,最 讨厌 一直 跟 你 讲道理 的 人
3294239989,我 比 它 少 一条 腿
3293545394,头一回 看 海绵 宝宝 这么 感动 热血 澎湃
3293516455,爱 章鱼 哥
3293218053,煽情 和 大笑 顶个 屁 呀 你 应该 坚强 的 活着
3293116453,看 了 的 不 点赞 白活 了
3293038413,人人 皆 是 章鱼 哥
3293006466,up 主 辛苦 了
3292310684,被 打动 了 给 你 一个 来自 成年人 的 三 连
